Date,sector ,Net FPI Change
15-Jan-20,Airlines,
31-Jan-20,Airlines,-575
15-Feb-20,Airlines,194
29-Feb-20,Airlines,-982
15-Mar-20,Airlines,-1948
31-Mar-20,Airlines,98
15-Apr-20,Airlines,-320
30-Apr-20,Airlines,-223
15-May-20,Airlines,150
31-May-20,Airlines,-47
15-Jun-20,Airlines,393
30-Jun-20,Airlines,85
15-Jul-20,Airlines,-257
31-Jul-20,Airlines,-32
15-Aug-20,Airlines,849
31-Aug-20,Airlines,482
15-Sep-20,Airlines,914
30-Sep-20,Airlines,-428
15-Oct-20,Airlines,455
31-Oct-20,Airlines,65
15-Nov-20,Airlines,2559
30-Nov-20,Airlines,-368
15-Dec-20,Airlines,1190
31-Dec-20,Airlines,557
15-Jan-21,Airlines,-605
31-Jan-21,Airlines,-545
15-Feb-21,Airlines,597
28-Feb-21,Airlines,-177
15-Mar-21,Airlines,501
31-Mar-21,Airlines,325
15-Apr-21,Airlines,-6
30-Apr-21,Airlines,330
15-May-21,Airlines,495
31-May-21,Airlines,585
15-Jun-21,Airlines,265
30-Jun-21,Airlines,-611
15-Jul-21,Airlines,823
31-Jul-21,Airlines,-1380
15-Aug-21,Airlines,175
31-Aug-21,Airlines,1773
15-Sep-21,Airlines,430
30-Sep-21,Airlines,-125
15-Oct-21,Airlines,478
31-Oct-21,Airlines,735
15-Nov-21,Airlines,1387
30-Nov-21,Airlines,-3454
15-Dec-21,Airlines,363
31-Dec-21,Airlines,469
31-Jan-22,Airlines,-1343
15-Feb-22,Airlines,2312
28-Feb-22,Airlines,-2360
15-Mar-22,Airlines,-697
31-Mar-22,Airlines,1374
15-Apr-22,Airlines,-811
15-Jan-20,Airport Services,
31-Jan-20,Airport Services,-110
15-Feb-20,Airport Services,25
29-Feb-20,Airport Services,-339
15-Mar-20,Airport Services,-352
31-Mar-20,Airport Services,-55
15-Apr-20,Airport Services,99
30-Apr-20,Airport Services,29
15-May-20,Airport Services,169
31-May-20,Airport Services,109
15-Jun-20,Airport Services,217
30-Jun-20,Airport Services,-88
15-Jul-20,Airport Services,-80
31-Jul-20,Airport Services,278
15-Aug-20,Airport Services,-69
31-Aug-20,Airport Services,326
15-Sep-20,Airport Services,74
30-Sep-20,Airport Services,-107
15-Oct-20,Airport Services,9
31-Oct-20,Airport Services,15
15-Nov-20,Airport Services,115
30-Nov-20,Airport Services,335
15-Dec-20,Airport Services,308
31-Dec-20,Airport Services,-253
15-Jan-21,Airport Services,97
31-Jan-21,Airport Services,-345
15-Feb-21,Airport Services,256
28-Feb-21,Airport Services,93
15-Mar-21,Airport Services,261
31-Mar-21,Airport Services,-336
15-Apr-21,Airport Services,70
30-Apr-21,Airport Services,-116
15-May-21,Airport Services,384
31-May-21,Airport Services,80
15-Jun-21,Airport Services,704
30-Jun-21,Airport Services,211
15-Jul-21,Airport Services,-36
31-Jul-21,Airport Services,-413
15-Aug-21,Airport Services,-66
31-Aug-21,Airport Services,225
15-Sep-21,Airport Services,516
30-Sep-21,Airport Services,1182
15-Oct-21,Airport Services,833
31-Oct-21,Airport Services,-463
15-Nov-21,Airport Services,21
30-Nov-21,Airport Services,-405
15-Dec-21,Airport Services,790
31-Dec-21,Airport Services,786
31-Jan-22,Airport Services,-825
15-Feb-22,Airport Services,-251
28-Feb-22,Airport Services,-526
15-Mar-22,Airport Services,15
31-Mar-22,Airport Services,-40
15-Apr-22,Airport Services,336
30-Apr-22,Automobile and Auto Components,
15-May-22,Automobile and Auto Components,-15213
31-May-22,Automobile and Auto Components,22450
15-Jun-22,Automobile and Auto Components,-8655
30-Jun-22,Automobile and Auto Components,9600
15-Jul-22,Automobile and Auto Components,12635
31-Jul-22,Automobile and Auto Components,4501
15-Aug-22,Automobile and Auto Components,9979
31-Aug-22,Automobile and Auto Components,9045
15-Sep-22,Automobile and Auto Components,7043
30-Sep-22,Automobile and Auto Components,-13033
15-Oct-22,Automobile and Auto Components,-6732
31-Oct-22,Automobile and Auto Components,19661
15-Nov-22,Automobile and Auto Components,-3972
30-Nov-22,Automobile and Auto Components,3023
15-Dec-22,Automobile and Auto Components,-6474
31-Dec-22,Automobile and Auto Components,-6933
15-Jan-23,Automobile and Auto Components,2676
31-Jan-23,Automobile and Auto Components,11135
15-Feb-23,Automobile and Auto Components,-733
28-Feb-23,Automobile and Auto Components,-10436
15-Mar-23,Automobile and Auto Components,-6409
31-Mar-23,Automobile and Auto Components,-1785
15-Apr-23,Automobile and Auto Components,14875
30-Apr-23,Automobile and Auto Components,6690
15-May-23,Automobile and Auto Components,22300
31-May-23,Automobile and Auto Components,9851
15-Jun-23,Automobile and Auto Components,11265
30-Jun-23,Automobile and Auto Components,14524
15-Jul-23,Automobile and Auto Components,10719
31-Jul-23,Automobile and Auto Components,2553
15-Aug-23,Automobile and Auto Components,-7964
31-Aug-23,Automobile and Auto Components,8458
15-Sep-23,Automobile and Auto Components,14128
30-Sep-23,Automobile and Auto Components,-3902
15-Oct-23,Automobile and Auto Components,3893
31-Oct-23,Automobile and Auto Components,-11468
15-Nov-23,Automobile and Auto Components,15454
30-Nov-23,Automobile and Auto Components,20210
15-Dec-23,Automobile and Auto Components,14621
31-Dec-23,Automobile and Auto Components,11845
15-Jan-24,Automobile and Auto Components,-167
31-Jan-24,Automobile and Auto Components,9869
15-Feb-24,Automobile and Auto Components,18334
29-Feb-24,Automobile and Auto Components,12728
15-Mar-24,Automobile and Auto Components,-12823
31-Mar-24,Automobile and Auto Components,44343
15-Apr-24,Automobile and Auto Components,5558
30-Apr-24,Automobile and Auto Components,18404
15-May-24,Automobile and Auto Components,6231
31-May-24,Automobile and Auto Components,10518
15-Jun-24,Automobile and Auto Components,53868
30-Jun-24,Automobile and Auto Components,-6732
15-Jul-24,Automobile and Auto Components,5817
31-Jul-24,Automobile and Auto Components,27449
15-Aug-24,Automobile and Auto Components,-34528
31-Aug-24,Automobile and Auto Components,21801
15-Sep-24,Automobile and Auto Components,-13144
30-Sep-24,Automobile and Auto Components,36541
15-Oct-24,Automobile and Auto Components,-25336
31-Oct-24,Automobile and Auto Components,-56169
15-Nov-24,Automobile and Auto Components,-22111
30-Nov-24,Automobile and Auto Components,10044
15-Dec-24,Automobile and Auto Components,5355
31-Dec-24,Automobile and Auto Components,-21789
15-Jan-25,Automobile and Auto Components,-6736
31-Jan-25,Automobile and Auto Components,-3748
15-Feb-25,Automobile and Auto Components,-23421
28-Feb-25,Automobile and Auto Components,-35969
15-Jan-20,Automobiles & Auto Components,
31-Jan-20,Automobiles & Auto Components,-3986
15-Feb-20,Automobiles & Auto Components,-5153
29-Feb-20,Automobiles & Auto Components,-16790
15-Mar-20,Automobiles & Auto Components,-12763
31-Mar-20,Automobiles & Auto Components,-30241
15-Apr-20,Automobiles & Auto Components,11507
30-Apr-20,Automobiles & Auto Components,7735
15-May-20,Automobiles & Auto Components,-2569
31-May-20,Automobiles & Auto Components,9456
15-Jun-20,Automobiles & Auto Components,4708
30-Jun-20,Automobiles & Auto Components,6547
15-Jul-20,Automobiles & Auto Components,3929
31-Jul-20,Automobiles & Auto Components,8514
15-Aug-20,Automobiles & Auto Components,6117
31-Aug-20,Automobiles & Auto Components,3585
15-Sep-20,Automobiles & Auto Components,2826
30-Sep-20,Automobiles & Auto Components,-2323
15-Oct-20,Automobiles & Auto Components,3270
31-Oct-20,Automobiles & Auto Components,-4579
15-Nov-20,Automobiles & Auto Components,10830
30-Nov-20,Automobiles & Auto Components,11594
15-Dec-20,Automobiles & Auto Components,9452
31-Dec-20,Automobiles & Auto Components,1890
15-Jan-21,Automobiles & Auto Components,15332
31-Jan-21,Automobiles & Auto Components,-7782
15-Feb-21,Automobiles & Auto Components,19773
28-Feb-21,Automobiles & Auto Components,-17116
15-Mar-21,Automobiles & Auto Components,6624
31-Mar-21,Automobiles & Auto Components,-8887
15-Apr-21,Automobiles & Auto Components,-4987
30-Apr-21,Automobiles & Auto Components,-2207
15-May-21,Automobiles & Auto Components,1228
31-May-21,Automobiles & Auto Components,14543
15-Jun-21,Automobiles & Auto Components,4342
30-Jun-21,Automobiles & Auto Components,-902
15-Jul-21,Automobiles & Auto Components,-1702
31-Jul-21,Automobiles & Auto Components,-8196
15-Aug-21,Automobiles & Auto Components,785
31-Aug-21,Automobiles & Auto Components,-1786
15-Sep-21,Automobiles & Auto Components,3086
30-Sep-21,Automobiles & Auto Components,5151
15-Oct-21,Automobiles & Auto Components,14554
31-Oct-21,Automobiles & Auto Components,-10350
15-Nov-21,Automobiles & Auto Components,7684
30-Nov-21,Automobiles & Auto Components,-17066
15-Dec-21,Automobiles & Auto Components,4913
31-Dec-21,Automobiles & Auto Components,-562
31-Jan-22,Automobiles & Auto Components,11771
15-Feb-22,Automobiles & Auto Components,-2400
28-Feb-22,Automobiles & Auto Components,-13954
15-Mar-22,Automobiles & Auto Components,-18501
31-Mar-22,Automobiles & Auto Components,8914
15-Apr-22,Automobiles & Auto Components,4534
15-Jan-20,Banks,
31-Jan-20,Banks,-19103
15-Feb-20,Banks,845
29-Feb-20,Banks,-37237
15-Mar-20,Banks,-89460
31-Mar-20,Banks,-137586
15-Apr-20,Banks,-2548
30-Apr-20,Banks,56736
15-May-20,Banks,-59321
31-May-20,Banks,9015
15-Jun-20,Banks,25120
30-Jun-20,Banks,35724
15-Jul-20,Banks,-5223
31-Jul-20,Banks,9645
15-Aug-20,Banks,11873
31-Aug-20,Banks,58492
15-Sep-20,Banks,-25025
30-Sep-20,Banks,-19827
15-Oct-20,Banks,41537
31-Oct-20,Banks,29071
15-Nov-20,Banks,118240
30-Nov-20,Banks,35001
15-Dec-20,Banks,28308
31-Dec-20,Banks,19134
15-Jan-21,Banks,9928
31-Jan-21,Banks,-44546
15-Feb-21,Banks,150561
28-Feb-21,Banks,-63762
15-Mar-21,Banks,13430
31-Mar-21,Banks,-43332
15-Apr-21,Banks,-28398
30-Apr-21,Banks,8254
15-May-21,Banks,-17787
31-May-21,Banks,78338
15-Jun-21,Banks,-6540
30-Jun-21,Banks,-11525
15-Jul-21,Banks,21910
31-Jul-21,Banks,-41603
15-Aug-21,Banks,44258
31-Aug-21,Banks,5906
15-Sep-21,Banks,6189
30-Sep-21,Banks,16992
15-Oct-21,Banks,40625
31-Oct-21,Banks,-8282
15-Nov-21,Banks,-14293
30-Nov-21,Banks,-74930
15-Dec-21,Banks,12780
31-Dec-21,Banks,-28926
31-Jan-22,Banks,46801
15-Feb-22,Banks,6474
28-Feb-22,Banks,-41736
15-Mar-22,Banks,-44827
31-Mar-22,Banks,28381
15-Apr-22,Banks,23065
15-Jan-20,Capital Goods,
31-Jan-20,Capital Goods,-331
15-Feb-20,Capital Goods,-3637
29-Feb-20,Capital Goods,-11967
15-Mar-20,Capital Goods,-11046
31-Mar-20,Capital Goods,-15222
15-Apr-20,Capital Goods,4897
30-Apr-20,Capital Goods,3783
15-May-20,Capital Goods,-2617
31-May-20,Capital Goods,2446
15-Jun-20,Capital Goods,6083
30-Jun-20,Capital Goods,3725
15-Jul-20,Capital Goods,-696
31-Jul-20,Capital Goods,-394
15-Aug-20,Capital Goods,5941
31-Aug-20,Capital Goods,4313
15-Sep-20,Capital Goods,9103
30-Sep-20,Capital Goods,593
15-Oct-20,Capital Goods,-2614
31-Oct-20,Capital Goods,8208
15-Nov-20,Capital Goods,15166
30-Nov-20,Capital Goods,12063
15-Dec-20,Capital Goods,4998
31-Dec-20,Capital Goods,3993
15-Jan-21,Capital Goods,8876
31-Jan-21,Capital Goods,1664
15-Feb-21,Capital Goods,19077
28-Feb-21,Capital Goods,-1270
15-Mar-21,Capital Goods,1819
31-Mar-21,Capital Goods,-5357
15-Apr-21,Capital Goods,-1237
30-Apr-21,Capital Goods,-4737
15-May-21,Capital Goods,7075
31-May-21,Capital Goods,9884
15-Jun-21,Capital Goods,4459
30-Jun-21,Capital Goods,-19613
15-Jul-21,Capital Goods,-1918
31-Jul-21,Capital Goods,-3001
15-Aug-21,Capital Goods,3252
31-Aug-21,Capital Goods,4781
15-Sep-21,Capital Goods,4643
30-Sep-21,Capital Goods,-30687
15-Oct-21,Capital Goods,13406
31-Oct-21,Capital Goods,-902
15-Nov-21,Capital Goods,10741
30-Nov-21,Capital Goods,-12394
15-Dec-21,Capital Goods,9349
31-Dec-21,Capital Goods,1275
31-Jan-22,Capital Goods,3545
15-Feb-22,Capital Goods,-5435
28-Feb-22,Capital Goods,-6943
15-Mar-22,Capital Goods,-8287
31-Mar-22,Capital Goods,5007
15-Apr-22,Capital Goods,3767
30-Apr-22,Capital Goods,-48894
15-May-22,Capital Goods,-9756
31-May-22,Capital Goods,7080
15-Jun-22,Capital Goods,-1712
30-Jun-22,Capital Goods,-77
15-Jul-22,Capital Goods,4192
31-Jul-22,Capital Goods,8074
15-Aug-22,Capital Goods,7103
31-Aug-22,Capital Goods,5685
15-Sep-22,Capital Goods,-781
30-Sep-22,Capital Goods,2417
15-Oct-22,Capital Goods,336
31-Oct-22,Capital Goods,5746
15-Nov-22,Capital Goods,2409
30-Nov-22,Capital Goods,1552
15-Dec-22,Capital Goods,4538
31-Dec-22,Capital Goods,-5325
15-Jan-23,Capital Goods,2534
31-Jan-23,Capital Goods,-419
15-Feb-23,Capital Goods,4654
28-Feb-23,Capital Goods,409
15-Mar-23,Capital Goods,-1378
31-Mar-23,Capital Goods,2036
15-Apr-23,Capital Goods,3304
30-Apr-23,Capital Goods,5212
15-May-23,Capital Goods,8098
31-May-23,Capital Goods,7226
15-Jun-23,Capital Goods,15121
30-Jun-23,Capital Goods,5710
15-Jul-23,Capital Goods,7624
31-Jul-23,Capital Goods,14715
15-Aug-23,Capital Goods,317
31-Aug-23,Capital Goods,18630
15-Sep-23,Capital Goods,4196
30-Sep-23,Capital Goods,-1913
15-Oct-23,Capital Goods,2172
31-Oct-23,Capital Goods,-7196
15-Nov-23,Capital Goods,12705
30-Nov-23,Capital Goods,15910
15-Dec-23,Capital Goods,14617
31-Dec-23,Capital Goods,7629
15-Jan-24,Capital Goods,1950
31-Jan-24,Capital Goods,7095
15-Feb-24,Capital Goods,-721
29-Feb-24,Capital Goods,13645
15-Mar-24,Capital Goods,-7981
31-Mar-24,Capital Goods,8120
15-Apr-24,Capital Goods,14419
30-Apr-24,Capital Goods,21947
15-May-24,Capital Goods,20462
31-May-24,Capital Goods,26299
15-Jun-24,Capital Goods,28233
30-Jun-24,Capital Goods,5022
15-Jul-24,Capital Goods,10509
31-Jul-24,Capital Goods,-2934
15-Aug-24,Capital Goods,-19044
31-Aug-24,Capital Goods,8328
15-Sep-24,Capital Goods,4233
30-Sep-24,Capital Goods,3036
15-Oct-24,Capital Goods,6880
31-Oct-24,Capital Goods,-35266
15-Nov-24,Capital Goods,-18459
30-Nov-24,Capital Goods,27789
15-Dec-24,Capital Goods,16641
31-Dec-24,Capital Goods,-24438
15-Jan-25,Capital Goods,-36097
31-Jan-25,Capital Goods,-4549
15-Feb-25,Capital Goods,-44322
28-Feb-25,Capital Goods,-16484
30-Apr-22,Chemicals,
15-May-22,Chemicals,-10577
31-May-22,Chemicals,5396
15-Jun-22,Chemicals,-6101
30-Jun-22,Chemicals,-4219
15-Jul-22,Chemicals,4839
31-Jul-22,Chemicals,6959
15-Aug-22,Chemicals,6311
31-Aug-22,Chemicals,2142
15-Sep-22,Chemicals,4201
30-Sep-22,Chemicals,-9313
15-Oct-22,Chemicals,291
31-Oct-22,Chemicals,1609
15-Nov-22,Chemicals,115
30-Nov-22,Chemicals,957
15-Dec-22,Chemicals,-731
31-Dec-22,Chemicals,-5135
15-Jan-23,Chemicals,-2102
31-Jan-23,Chemicals,-1767
15-Feb-23,Chemicals,229
28-Feb-23,Chemicals,-3163
15-Mar-23,Chemicals,-49
31-Mar-23,Chemicals,1592
15-Apr-23,Chemicals,3098
30-Apr-23,Chemicals,2904
15-May-23,Chemicals,-444
31-May-23,Chemicals,1149
15-Jun-23,Chemicals,-237
30-Jun-23,Chemicals,192
15-Jul-23,Chemicals,-4127
31-Jul-23,Chemicals,-578
15-Aug-23,Chemicals,-973
31-Aug-23,Chemicals,3719
15-Sep-23,Chemicals,583
30-Sep-23,Chemicals,-3705
15-Oct-23,Chemicals,568
31-Oct-23,Chemicals,-4704
15-Nov-23,Chemicals,3876
30-Nov-23,Chemicals,1734
15-Dec-23,Chemicals,3608
31-Dec-23,Chemicals,2481
15-Jan-24,Chemicals,-1251
31-Jan-24,Chemicals,-5352
15-Feb-24,Chemicals,-1451
29-Feb-24,Chemicals,239
15-Mar-24,Chemicals,822
31-Mar-24,Chemicals,2323
15-Apr-24,Chemicals,2911
30-Apr-24,Chemicals,3744
15-May-24,Chemicals,-3883
31-May-24,Chemicals,-692
15-Jun-24,Chemicals,8721
30-Jun-24,Chemicals,3859
15-Jul-24,Chemicals,2557
31-Jul-24,Chemicals,4524
15-Aug-24,Chemicals,-6255
31-Aug-24,Chemicals,5473
15-Sep-24,Chemicals,3039
30-Sep-24,Chemicals,2662
15-Oct-24,Chemicals,-3411
31-Oct-24,Chemicals,-3600
15-Nov-24,Chemicals,-4833
30-Nov-24,Chemicals,3222
15-Dec-24,Chemicals,2155
31-Dec-24,Chemicals,-6803
15-Jan-25,Chemicals,-1307
31-Jan-25,Chemicals,4413
15-Feb-25,Chemicals,-5857
28-Feb-25,Chemicals,-2719
15-Jan-20,Chemicals & Petrochemicals,
31-Jan-20,Chemicals & Petrochemicals,-1578
15-Feb-20,Chemicals & Petrochemicals,2874
29-Feb-20,Chemicals & Petrochemicals,-3292
15-Mar-20,Chemicals & Petrochemicals,-6305
31-Mar-20,Chemicals & Petrochemicals,-5896
15-Apr-20,Chemicals & Petrochemicals,2735
30-Apr-20,Chemicals & Petrochemicals,3477
15-May-20,Chemicals & Petrochemicals,-2925
31-May-20,Chemicals & Petrochemicals,1634
15-Jun-20,Chemicals & Petrochemicals,589
30-Jun-20,Chemicals & Petrochemicals,568
15-Jul-20,Chemicals & Petrochemicals,1525
31-Jul-20,Chemicals & Petrochemicals,1686
15-Aug-20,Chemicals & Petrochemicals,1145
31-Aug-20,Chemicals & Petrochemicals,1514
15-Sep-20,Chemicals & Petrochemicals,2725
30-Sep-20,Chemicals & Petrochemicals,-1705
15-Oct-20,Chemicals & Petrochemicals,-271
31-Oct-20,Chemicals & Petrochemicals,44
15-Nov-20,Chemicals & Petrochemicals,1298
30-Nov-20,Chemicals & Petrochemicals,795
15-Dec-20,Chemicals & Petrochemicals,3190
31-Dec-20,Chemicals & Petrochemicals,1753
15-Jan-21,Chemicals & Petrochemicals,2675
31-Jan-21,Chemicals & Petrochemicals,-489
15-Feb-21,Chemicals & Petrochemicals,1552
28-Feb-21,Chemicals & Petrochemicals,1634
15-Mar-21,Chemicals & Petrochemicals,3258
31-Mar-21,Chemicals & Petrochemicals,3446
15-Apr-21,Chemicals & Petrochemicals,567
30-Apr-21,Chemicals & Petrochemicals,2837
15-May-21,Chemicals & Petrochemicals,4538
31-May-21,Chemicals & Petrochemicals,4317
15-Jun-21,Chemicals & Petrochemicals,4232
30-Jun-21,Chemicals & Petrochemicals,-310
15-Jul-21,Chemicals & Petrochemicals,4106
31-Jul-21,Chemicals & Petrochemicals,385
15-Aug-21,Chemicals & Petrochemicals,-232
31-Aug-21,Chemicals & Petrochemicals,349
15-Sep-21,Chemicals & Petrochemicals,3599
30-Sep-21,Chemicals & Petrochemicals,-4178
15-Oct-21,Chemicals & Petrochemicals,6535
31-Oct-21,Chemicals & Petrochemicals,-6851
15-Nov-21,Chemicals & Petrochemicals,945
30-Nov-21,Chemicals & Petrochemicals,-5554
15-Dec-21,Chemicals & Petrochemicals,5663
31-Dec-21,Chemicals & Petrochemicals,1539
31-Jan-22,Chemicals & Petrochemicals,-598
15-Feb-22,Chemicals & Petrochemicals,-2210
28-Feb-22,Chemicals & Petrochemicals,-4752
15-Mar-22,Chemicals & Petrochemicals,4003
31-Mar-22,Chemicals & Petrochemicals,5768
15-Apr-22,Chemicals & Petrochemicals,1867
15-Jan-20,Coal,
31-Jan-20,Coal,-1621
15-Feb-20,Coal,-620
29-Feb-20,Coal,-265
15-Mar-20,Coal,-890
31-Mar-20,Coal,-640
15-Apr-20,Coal,275
30-Apr-20,Coal,-60
15-May-20,Coal,-910
31-May-20,Coal,568
15-Jun-20,Coal,-480
30-Jun-20,Coal,-49
15-Jul-20,Coal,-417
31-Jul-20,Coal,-6
15-Aug-20,Coal,113
31-Aug-20,Coal,175
15-Sep-20,Coal,-550
30-Sep-20,Coal,-598
15-Oct-20,Coal,-359
31-Oct-20,Coal,-22
15-Nov-20,Coal,517
30-Nov-20,Coal,-310
15-Dec-20,Coal,681
31-Dec-20,Coal,-254
15-Jan-21,Coal,753
31-Jan-21,Coal,-765
15-Feb-21,Coal,179
28-Feb-21,Coal,849
15-Mar-21,Coal,-376
31-Mar-21,Coal,-817
15-Apr-21,Coal,-60
30-Apr-21,Coal,207
15-May-21,Coal,624
31-May-21,Coal,16
15-Jun-21,Coal,455
30-Jun-21,Coal,-559
15-Jul-21,Coal,-10
31-Jul-21,Coal,-77
15-Aug-21,Coal,25
31-Aug-21,Coal,18
15-Sep-21,Coal,656
30-Sep-21,Coal,1216
15-Oct-21,Coal,-179
31-Oct-21,Coal,-571
15-Nov-21,Coal,66
30-Nov-21,Coal,-488
15-Dec-21,Coal,-581
31-Dec-21,Coal,-45
31-Jan-22,Coal,930
15-Feb-22,Coal,268
28-Feb-22,Coal,178
15-Mar-22,Coal,81
31-Mar-22,Coal,565
15-Apr-22,Coal,-51
15-Jan-20,Commercial Services & Supplies,
31-Jan-20,Commercial Services & Supplies,63
15-Feb-20,Commercial Services & Supplies,527
29-Feb-20,Commercial Services & Supplies,-1374
15-Mar-20,Commercial Services & Supplies,-1954
31-Mar-20,Commercial Services & Supplies,-1166
15-Apr-20,Commercial Services & Supplies,299
30-Apr-20,Commercial Services & Supplies,-265
15-May-20,Commercial Services & Supplies,155
31-May-20,Commercial Services & Supplies,201
15-Jun-20,Commercial Services & Supplies,28
30-Jun-20,Commercial Services & Supplies,319
15-Jul-20,Commercial Services & Supplies,-95
31-Jul-20,Commercial Services & Supplies,541
15-Aug-20,Commercial Services & Supplies,919
31-Aug-20,Commercial Services & Supplies,1809
15-Sep-20,Commercial Services & Supplies,312
30-Sep-20,Commercial Services & Supplies,72
15-Oct-20,Commercial Services & Supplies,288
31-Oct-20,Commercial Services & Supplies,911
15-Nov-20,Commercial Services & Supplies,812
30-Nov-20,Commercial Services & Supplies,661
15-Dec-20,Commercial Services & Supplies,1595
31-Dec-20,Commercial Services & Supplies,365
15-Jan-21,Commercial Services & Supplies,1198
31-Jan-21,Commercial Services & Supplies,-473
15-Feb-21,Commercial Services & Supplies,6407
28-Feb-21,Commercial Services & Supplies,1974
15-Mar-21,Commercial Services & Supplies,1348
31-Mar-21,Commercial Services & Supplies,3357
15-Apr-21,Commercial Services & Supplies,1859
30-Apr-21,Commercial Services & Supplies,300
15-May-21,Commercial Services & Supplies,1468
31-May-21,Commercial Services & Supplies,2975
15-Jun-21,Commercial Services & Supplies,4825
30-Jun-21,Commercial Services & Supplies,-717
15-Jul-21,Commercial Services & Supplies,-1165
31-Jul-21,Commercial Services & Supplies,133
15-Aug-21,Commercial Services & Supplies,380
31-Aug-21,Commercial Services & Supplies,1858
15-Sep-21,Commercial Services & Supplies,-2230
30-Sep-21,Commercial Services & Supplies,-2608
15-Oct-21,Commercial Services & Supplies,4205
31-Oct-21,Commercial Services & Supplies,-5239
15-Nov-21,Commercial Services & Supplies,6205
30-Nov-21,Commercial Services & Supplies,-2070
15-Dec-21,Commercial Services & Supplies,634
31-Dec-21,Commercial Services & Supplies,164
31-Jan-22,Commercial Services & Supplies,770
15-Feb-22,Commercial Services & Supplies,673
28-Feb-22,Commercial Services & Supplies,-2856
15-Mar-22,Commercial Services & Supplies,700
31-Mar-22,Commercial Services & Supplies,5630
15-Apr-22,Commercial Services & Supplies,4237
30-Apr-22,Construction,
15-May-22,Construction,-6232
31-May-22,Construction,3044
15-Jun-22,Construction,-2827
30-Jun-22,Construction,-1148
15-Jul-22,Construction,4224
31-Jul-22,Construction,4424
15-Aug-22,Construction,2194
31-Aug-22,Construction,3180
15-Sep-22,Construction,1626
30-Sep-22,Construction,-3443
15-Oct-22,Construction,2412
31-Oct-22,Construction,4339
15-Nov-22,Construction,-10
30-Nov-22,Construction,3741
15-Dec-22,Construction,4825
31-Dec-22,Construction,-3231
15-Jan-23,Construction,2649
31-Jan-23,Construction,150
15-Feb-23,Construction,1573
28-Feb-23,Construction,-2322
15-Mar-23,Construction,3682
31-Mar-23,Construction,722
15-Apr-23,Construction,3512
30-Apr-23,Construction,4753
15-May-23,Construction,-4094
31-May-23,Construction,-1245
15-Jun-23,Construction,6980
30-Jun-23,Construction,5471
15-Jul-23,Construction,1181
31-Jul-23,Construction,9906
15-Aug-23,Construction,-497
31-Aug-23,Construction,2983
15-Sep-23,Construction,8226
30-Sep-23,Construction,636
15-Oct-23,Construction,2649
31-Oct-23,Construction,-8168
15-Nov-23,Construction,5560
30-Nov-23,Construction,1585
15-Dec-23,Construction,14860
31-Dec-23,Construction,2213
15-Jan-24,Construction,2033
31-Jan-24,Construction,728
15-Feb-24,Construction,-10273
29-Feb-24,Construction,6089
15-Mar-24,Construction,628
31-Mar-24,Construction,10329
15-Apr-24,Construction,-3951
30-Apr-24,Construction,1019
15-May-24,Construction,-9828
31-May-24,Construction,11462
15-Jun-24,Construction,105
30-Jun-24,Construction,-4691
15-Jul-24,Construction,5220
31-Jul-24,Construction,4937
15-Aug-24,Construction,-11930
31-Aug-24,Construction,6384
15-Sep-24,Construction,-2734
30-Sep-24,Construction,1745
15-Oct-24,Construction,-6979
31-Oct-24,Construction,-2051
15-Nov-24,Construction,-3221
30-Nov-24,Construction,7942
15-Dec-24,Construction,7402
31-Dec-24,Construction,-8325
15-Jan-25,Construction,-9018
31-Jan-25,Construction,856
15-Feb-25,Construction,-16589
28-Feb-25,Construction,-4802
15-Jan-20,Construction Materials,
31-Jan-20,Construction Materials,-850
15-Feb-20,Construction Materials,-401
29-Feb-20,Construction Materials,-3290
15-Mar-20,Construction Materials,-7009
31-Mar-20,Construction Materials,-9785
15-Apr-20,Construction Materials,2917
30-Apr-20,Construction Materials,-230
15-May-20,Construction Materials,149
31-May-20,Construction Materials,3559
15-Jun-20,Construction Materials,377
30-Jun-20,Construction Materials,2212
15-Jul-20,Construction Materials,-1638
31-Jul-20,Construction Materials,2378
15-Aug-20,Construction Materials,-774
31-Aug-20,Construction Materials,-997
15-Sep-20,Construction Materials,580
30-Sep-20,Construction Materials,615
15-Oct-20,Construction Materials,2978
31-Oct-20,Construction Materials,3224
15-Nov-20,Construction Materials,4390
30-Nov-20,Construction Materials,2123
15-Dec-20,Construction Materials,2609
31-Dec-20,Construction Materials,1799
15-Jan-21,Construction Materials,4165
31-Jan-21,Construction Materials,-2622
15-Feb-21,Construction Materials,14115
28-Feb-21,Construction Materials,-2974
15-Mar-21,Construction Materials,5783
31-Mar-21,Construction Materials,4601
15-Apr-21,Construction Materials,-1729
30-Apr-21,Construction Materials,-2495
15-May-21,Construction Materials,334
31-May-21,Construction Materials,4949
15-Jun-21,Construction Materials,1431
30-Jun-21,Construction Materials,293
15-Jul-21,Construction Materials,6093
31-Jul-21,Construction Materials,3130
15-Aug-21,Construction Materials,-3728
31-Aug-21,Construction Materials,5847
15-Sep-21,Construction Materials,4933
30-Sep-21,Construction Materials,-5885
15-Oct-21,Construction Materials,-2262
31-Oct-21,Construction Materials,-346
15-Nov-21,Construction Materials,4590
30-Nov-21,Construction Materials,-10192
15-Dec-21,Construction Materials,440
31-Dec-21,Construction Materials,78
31-Jan-22,Construction Materials,-3346
15-Feb-22,Construction Materials,-360
